Filename;Ratio
mix_bucket_0_10_v_2;0.375818;
mix_bucket_0_10_v_3;0.375799
mix_bucket_10_20_v_2;0.346019
mix_bucket_20_30_v_4;0.32782
mix_bucket_20_30_v_2;0.327863
mix_bucket_20_30_v_3;0.32781
