Filename;Ratio
mix_bucket_0_10_v_2;0.326315
mix_bucket_0_10_v_3;0.326292
mix_bucket_10_20_v_2;0.300437
mix_bucket_20_30_v_4;0.282627
mix_bucket_20_30_v_2;0.282649
mix_bucket_20_30_v_3;0.282594
Reaction10_10.smi;0.332099
Reaction13_29.smi;0.333797
Reaction16_141.smi;0.301835
Reaction28_14.smi;0.304377
Reaction35_77.smi;0.329888
Reaction45_33.smi;0.341548
Reaction47_736.smi;0.305221
Reaction50_111.smi;0.327697
Reaction54_99.smi;0.338289
