Filename;Ratio
mix_bucket_0_10_v_2;0.324004
mix_bucket_0_10_v_3;0.324005
mix_bucket_10_20_v_2;0.306549
mix_bucket_20_30_v_4;0.29469
mix_bucket_20_30_v_2;0.294722
mix_bucket_20_30_v_3;0.294663
Reaction10_10.smi;0.329098
Reaction13_29.smi;0.328879
Reaction16_141.smi;0.300183
Reaction28_14.smi;0.301865
Reaction35_77.smi;0.332141
Reaction45_33.smi;0.33567
Reaction47_736.smi;0.305637
Reaction50_111.smi;0.322807
Reaction54_99.smi;0.338733
