Filename;Ratio
mix_bucket_0_10_v_2;0.336761
mix_bucket_0_10_v_3;0.336739
mix_bucket_10_20_v_2;0.304151
mix_bucket_20_30_v_4;0.280231
mix_bucket_20_30_v_2;0.280259
mix_bucket_20_30_v_3;0.280216
Reaction10_10.smi;0.340283
Reaction13_29.smi;0.35299
Reaction16_141.smi;0.309537
Reaction28_14.smi;0.315643
Reaction35_77.smi;0.337393
Reaction45_33.smi;0.354001
Reaction47_736.smi;0.314164
Reaction50_111.smi;0.339164
Reaction54_99.smi;0.350718
